,iid_dach,iid_bld,area_inter,area_dach_tot,area_dach_proz,ROOF_ID,EGID,pvJahr_dach_tot,pvJahr_dach_proz
1,1840,1,2.415448861,2.415448861,1,4879151,9999999,6567509,6567509
2,1841,1,3.108412971,3.108412971,1,4879152,9999999,6940972,6940972
3,1842,1,2.367003363,2.367003363,1,4879153,9999999,7264137,7264137
4,1843,1,0.542376631,0.542376631,1,4879154,9999999,7535019,7535019
5,1872,1,0.009909118,0.009909118,1,4879183,9999999,17637675,17637675
6,1873,1,5.28008361,5.28008361,1,4879184,9999999,32848338,32848338
7,2144,1,1.51813982,1.51813982,1,4879455,9999999,22292522,22292522
8,2145,1,15.23534229,15.23534229,1,4879456,9999999,26895125,26895125
9,2146,1,3.508055094,3.508055094,1,4879457,9999999,40800498,40800498
10,2153,1,63.37741476,63.37741476,1,4879464,9999999,141522554,141522554
11,2154,1,314.469011,314.469011,1,4879465,9999999,439501488,439501488
12,2155,1,112.7895755,112.7895755,1,4879466,9999999,152377362,152377362
13,2156,1,290.0438389,290.0438389,1,4879467,9999999,328305065,328305065
14,2157,1,118.0479761,118.0479761,1,4879468,9999999,180046197,180046197
15,2158,1,12.50707647,12.50707647,1,4879469,9999999,18826433,18826433
16,2159,1,86.22150295,86.22150295,1,4879470,9999999,106831911,106831911
17,2161,1,0.00922871,0.00922871,1,4879472,9999999,16176654,16176654
18,2170,1,1.452326459,1.452326459,1,4879481,9999999,21719500,21719500
19,2471,2,331.5946896,666.6743487,0.497386303,4587724,280079171_1,371115799,184587915.2
20,2472,2,345.3347795,637.7379251,0.541499519,4587725,280079171_1,343066350,185770263.4
21,2473,2,343.1294436,639.3115087,0.536717139,4587726,280079171_1,343066350,184129589.7
22,2474,2,58.17049624,92.07651751,0.631762558,4587727,280079171_1,51783625,32714955.39
23,2475,2,394.2925439,711.2658077,0.554353295,4587728,280079171_1,364642831,202140954.7
24,2476,2,340.8679821,644.7257177,0.528702319,4587729,280079171_1,349539292,184802234.3
25,2477,2,388.9163015,693.1476167,0.561087266,4587730,280079171_1,360327575,202175214.1
26,2478,2,55.07170183,83.43409384,0.660062323,4587731,280079171_1,49625937,32756211.28
27,2479,2,14.25805596,21.38314797,0.666789379,4587732,280079171_1,15103540,10070880.06
28,2480,2,2805.632222,3140.720604,0.893308439,4587733,280079171_1,2625859860,2345702774
29,2481,2,9.336442938,16.57208251,0.563383807,4587734,280079171_1,10788140,6077863.387
30,1341,3,119.9731456,120.9614947,0.991829225,4878652,829466,133027814,131940873.7
31,1342,3,175.5463376,175.989684,0.997480839,4878653,829466,153911184,153523456.9
32,1348,3,2.449690452,83.56188924,0.029315882,4878659,829466,79094302,2318719.194
33,1349,3,0.000297397,81.79521932,3.64E-06,4878660,829466,92716862,337.1063634
34,1352,3,5.719984769,5.719984769,1,4878663,829466,19241273,19241273
35,1353,3,9.228853905,216.6967651,0.042588794,4878664,829466,209426572,8919225.15
36,1354,3,0.665514955,231.1604846,0.002879017,4878665,829466,265596727,764657.4809
37,294,4,26.54621863,26.54621863,1,4876072,829857,23734128,23734128
38,295,4,475.1981105,475.1981105,1,4876073,829857,444475919,444475919
39,296,4,468.4177544,468.4177544,1,4876074,829857,438002937,438002937
40,297,4,114.754395,114.754395,1,4876075,829857,105332449,105332449
41,298,4,30.37503472,30.37503472,1,4876076,829857,26990300,26990300
42,299,4,19.3390264,19.3390264,1,4876077,829857,17261160,17261160
43,2236,5,74.47214949,74.47214949,1,4602186,280010071,80329007,80329007
44,2237,5,63.61725994,63.61725994,1,4602187,280010071,124150688,124150688
45,2234,6,57.58393151,57.58393151,1,4602184,828780,58562833,58562833
46,2235,6,43.18517849,43.18517849,1,4602185,828780,62926279,62926279
47,2365,7,559.2554284,559.2554284,1,4604019,829086,681817373,681817373
48,2367,7,130.1860463,130.1860463,1,4604020,829086,227049203,227049203
49,2369,7,132.7816512,132.7816512,1,4604021,829086,127552730,127552730
50,2371,7,603.4997976,603.4997976,1,4604022,829086,714182195,714182195
51,2251,8,27.46631064,27.46631064,1,4602201,280066318,71431211,71431211
52,2220,9,63.05238561,63.05238561,1,4602170,829084,67005612,67005612
53,2221,9,29.47230488,29.47230488,1,4602171,829084,46551756,46551756
54,2222,9,59.97150929,59.97150929,1,4602172,829084,61528585,61528585
55,2223,9,67.15498019,67.15498019,1,4602173,829084,95024733,95024733
56,43,10,736.24087,736.24087,1,4875822,829895,718497416,718497416
57,3959,11,539.1838865,539.1838865,1,4589346,280078440,431529926,431529926
58,3960,11,82.9665216,82.9665216,1,4589347,280078440,75517780,75517780
59,2239,12,15.90043702,15.90043702,1,4602189,280027129,26288595,26288595
60,2240,12,20.69050623,20.69050623,1,4602190,280027129,20509531,20509531
61,3918,13,30.37253212,30.37253212,1,4589305,829900,28049422,28049422
62,3938,13,9.952268235,9.952268235,1,4589325,829900,99251899,99251899
63,3939,13,24.9276047,24.9276047,1,4589326,829900,26872162,26872162
64,3940,13,1.8139548,1.8139548,1,4589327,829900,0,0
65,3941,13,153.2222454,153.2222454,1,4589328,829900,226516577,226516577
66,3942,13,45.0724204,45.0724204,1,4589329,829900,36691858,36691858
67,3943,13,79.27898487,79.27898487,1,4589330,829900,63505060,63505060
68,3944,13,13.31512085,13.31512085,1,4589331,829900,18018336,18018336
69,3945,13,19.82151979,19.82151979,1,4589332,829900,22393455,22393455
70,3946,13,11.32498611,11.32498611,1,4589333,829900,9973540,9973540
71,3947,13,43.10344762,43.10344762,1,4589334,829900,42699172,42699172
72,3948,13,8.145748231,8.145748231,1,4589335,829900,6184308,6184308
73,3949,13,8.009603007,8.009603007,1,4589336,829900,6650127,6650127
74,3950,13,15.84614609,15.84614609,1,4589337,829900,12281027,12281027
75,3951,13,40.98161282,40.98161282,1,4589338,829900,36680126,36680126
76,3952,13,10.93655447,10.93655447,1,4589339,829900,8630597,8630597
77,3953,13,22.1316096,22.1316096,1,4589340,829900,18880527,18880527
78,3954,13,26.20920011,26.20920011,1,4589341,829900,22656682,22656682
79,3955,13,79.87420115,79.87420115,1,4589342,829900,73360070,73360070
80,3956,13,36.3726592,36.3726592,1,4589343,829900,34522410,34522410
81,3991,13,30.49542213,30.49542213,1,4589378,829900,26080242,26080242
82,3992,13,26.44788992,26.44788992,1,4589379,829900,23628477,23628477
83,3993,13,28.63447709,28.63447709,1,4589380,829900,29075605,29075605
84,3994,13,22.17284773,22.17284773,1,4589381,829900,20970059,20970059
85,3995,13,31.09248389,31.09248389,1,4589382,829900,29624872,29624872
86,3996,13,29.796844,29.796844,1,4589383,829900,31331500,31331500
87,3997,13,37.36093253,37.36093253,1,4589384,829900,41373456,41373456
88,3998,13,0.750442389,0.750442389,1,4589385,829900,0,0
89,3999,13,0.532155459,0.532155459,1,4589386,829900,0,0
90,880,14,254.5929665,266.1747055,0.956488206,4878183,829427,285502405,273079683.1
91,881,14,18.35432939,18.35432939,1,4878184,829427,36049595,36049595
92,882,14,226.4208368,226.4208368,1,4878185,829427,256146122,256146122
93,883,14,17.5725975,17.5725975,1,4878186,829427,20828413,20828413
94,884,14,12.98153415,12.98153415,1,4878187,829427,9563838,9563838
95,885,14,12.97568569,12.97568569,1,4878188,829427,18237366,18237366
96,2044,15,3.444295359,305.880647,0.011260259,4879355,829524,351820395,3961588.827
97,2049,15,3.25712445,285.0125231,0.011428005,4879360,829524,299275336,3420119.942
98,2054,15,0.092565571,57.87251421,0.001599474,4879365,829524,66148111,105802.1719
99,2055,15,0.147904706,35.55909118,0.004159406,4879366,829524,39296799,163451.3513
100,2056,15,26.03632493,26.04852363,0.999531694,4879367,829524,25396833,25384939.5
101,2057,15,41.41764319,42.56596671,0.973022496,4879368,829524,58860647,57272733.68
102,2058,15,26.74810071,26.7481011,0.999999986,4879369,829524,35320153,35320152.49
103,2059,15,40.97131567,40.97135074,0.999999144,4879370,829524,40303110,40303075.5
104,2060,15,25.063654,25.063654,1,4879371,829524,25891736,25891736
105,2061,15,38.98103821,40.12630845,0.97145837,4879372,829524,49649945,48232854.64
106,2062,15,2.843117286,2.843117286,1,4879373,829524,13742912,13742912
107,2065,15,32.88337499,32.88337499,1,4879376,829524,25951719,25951719
108,2066,15,22.5855417,22.5855417,1,4879377,829524,19418865,19418865
109,2067,15,33.54668695,33.54668695,1,4879378,829524,30207086,30207086
110,3894,16,0.572567329,0.572567329,1,4589281,829697,4415778,4415778
111,3895,16,3.179122382,3.179122382,1,4589282,829697,33894704,33894704
112,3896,16,0.011893143,0.011893143,1,4589283,829697,3905606,3905606
113,3898,16,28.66317164,28.66317164,1,4589285,829697,29168146,29168146
114,3899,16,31.40794976,31.40794976,1,4589286,829697,27851925,27851925
115,4016,16,25.01736478,25.01736478,1,4589403,829697,25891736,25891736
116,4017,16,62.99146673,62.99146673,1,4589404,829697,81692925,81692925
117,4018,16,70.518459,70.518459,1,4589405,829697,74002683,74002683
118,534,17,392.7856884,392.7856884,1,4877837,829825,368958141,368958141
119,541,17,9.79671162,9.79671162,1,4877844,829825,69044767,69044767
120,1525,18,3.028155754,104.9747225,0.028846523,4878836,829580,117305713,3383861.955
121,1526,18,28.11929634,28.11929634,1,4878837,829580,32746964,32746964
122,1527,18,36.16457414,36.16457414,1,4878838,829580,31702218,31702218
123,1528,18,17.11288872,17.11288872,1,4878839,829580,18712546,18712546
124,1529,18,20.93406392,20.93406392,1,4878840,829580,21525232,21525232
125,1530,18,31.40779018,31.40779018,1,4878841,829580,52335525,52335525
126,1562,18,0.928067732,0.928067732,1,4878873,829580,2172812,2172812
127,1563,19,75.23080816,77.43752646,0.971503244,4878874,190098292,86827411,84353111.45
128,1564,19,75.46857658,76.77482498,0.98298598,4878875,190098292,77530376,76211272.64
129,1390,20,0.15819478,51.37493062,0.003079221,4878701,829423,77859284,239745.9655
130,1392,20,37.09293836,37.99511465,0.976255466,4878703,829423,33975006,33168285.32
131,1393,20,39.10325651,39.25960642,0.996017537,4878704,829423,50485137,50284081.82
132,1394,20,1.062426963,37.46938339,0.028354536,4878705,829423,31073605,881077.6372
133,1395,20,0.097542962,31.14735499,0.003131661,4878706,829423,37337008,116926.858
134,1399,20,0.88916708,23.74069812,0.037453283,4878710,829423,23734128,888921.0078
135,2781,21,7.306054967,38.24893409,0.191013296,4588036,280062591_1,31541628,6024870.325
136,2782,21,35.52801146,37.22456126,0.954423914,4588037,280062591_1,47209605,45057975.99
137,2783,21,32.43513443,32.43513443,1,4588038,280062591_1,43909202,43909202
138,2784,21,37.79928818,45.86072829,0.8242191,4588039,280062591_1,55526106,45765677.1
139,6726,22,3.200148167,350.4289007,0.00913209,4874252,9999_ID87554004,332278037,3034392.852
140,6730,22,231.0339594,234.1183473,0.986825518,4874254,9999_ID87554004,226553267,223568545.1
141,880,23,11.58173901,266.1747055,0.043511794,4878183,9999_ID9581591,285502405,12422721.89
142,886,23,249.3552183,249.3552183,1,4878189,9999_ID9581591,233026141,233026141
143,887,23,35.44821883,35.44821883,1,4878190,9999_ID9581591,80120729,80120729
144,3441,24,598.1837918,598.1837918,1,4588838,9999_ID9585124,718270279,718270279
145,3442,24,590.9835663,590.9835663,1,4588839,9999_ID9585124,507928108,507928108
146,3443,24,542.8723793,542.8723793,1,4588840,9999_ID9585124,645987972,645987972
147,3444,24,495.1955563,495.1955563,1,4588841,9999_ID9585124,434022071,434022071
148,3445,24,162.40487,162.40487,1,4588842,9999_ID9585124,169734590,169734590
149,3446,24,170.5092159,170.5092159,1,4588843,9999_ID9585124,147645483,147645483
150,1069,25,0.3760404,80.98897185,0.004643106,4878380,9999_ID9581534,80924691,375741.9369
151,1070,25,3.686138622,3.686138622,1,4878381,9999_ID9581534,7132668,7132668
152,1071,25,8.988948388,8.988948388,1,4878382,9999_ID9581534,7742472,7742472
153,1072,25,18.7642107,18.7642107,1,4878383,9999_ID9581534,17033355,17033355
154,1073,25,9.60844315,9.60844315,1,4878384,9999_ID9581534,12532295,12532295
155,1074,25,19.14368383,19.14368383,1,4878385,9999_ID9581534,27571148,27571148
156,1075,25,5.481430103,5.481430103,1,4878386,9999_ID9581534,7811795,7811795
157,1076,25,5.600729363,5.600729363,1,4878387,9999_ID9581534,7762565,7762565
158,1077,25,78.70396593,78.70396593,1,4878388,9999_ID9581534,140253775,140253775
159,1078,25,80.02118846,89.38385097,0.89525331,4878389,9999_ID9581534,86399926,77349819.75
160,1079,25,10.50527958,111.0944998,0.094561653,4878390,9999_ID9581534,103567244,9793489.823
161,1567,25,21.45853376,21.45853376,1,4878878,9999_ID9581534,21576475,21576475
162,4511,26,146.9794093,146.9794093,1,4590371,9999_ID98612223,146309287,146309287
163,4512,26,157.6944527,157.6944527,1,4590372,9999_ID98612223,237151773,237151773
164,6734,27,1.158728409,339.4385437,0.003413662,4874256,9999_ID87554002,319332192,1090092.123
165,6736,27,209.1537921,211.9239475,0.98692854,4874257,9999_ID87554002,202819058,200167916.8
166,4167,29,105.5766698,105.5766698,1,4590122,9999_ID9585583,98306397,98306397
167,4173,29,1.818779196,251.5486631,0.007230327,4590125,9999_ID9585583,236361270,1708969.371
168,4181,29,78.34455948,78.34455948,1,4590129,9999_ID9585583,79989917,79989917
169,4183,29,43.16510627,43.16510627,1,4590130,9999_ID9585583,42904125,42904125
170,4185,29,40.68908986,40.68908986,1,4590131,9999_ID9585583,43233390,43233390
171,598,30,242.0485088,242.0485088,1,4877901,9999_ID9587356,265504325,265504325
172,599,30,171.9364226,171.9364226,1,4877902,9999_ID9587356,182780667,182780667
173,600,30,0.018752399,0.018752399,1,4877903,9999_ID9587356,0,0
174,601,30,79.30905504,79.30905504,1,4877904,9999_ID9587356,96388324,96388324
175,926,31,60.22386027,60.22386027,1,4878237,9999_ID9586293,87953717,87953717
176,927,31,69.34833278,69.34833278,1,4878238,9999_ID9586293,71248642,71248642
177,1065,31,61.08979259,61.08979259,1,4878376,9999_ID9586293,59783122,59783122
178,1387,32,5.817464594,84.97895166,0.068457712,4878698,9999_ID9585776,70596160,4832851.586
179,1401,32,91.48206578,91.48206578,1,4878712,9999_ID9585776,85879482,85879482
180,1402,32,0.098893477,0.098893477,1,4878713,9999_ID9585776,0,0
181,1403,32,48.60936548,50.5012848,0.962537204,4878714,9999_ID9585776,42961569,41352108.52
182,4461,33,106.1357303,106.1357303,1,4590321,9999_ID98612222,114803941,114803941
183,4462,33,102.3709993,102.3709993,1,4590322,9999_ID98612222,144843130,144843130
184,4610,34,106.8057828,106.8057828,1,4590478,9999_ID98612225,114446400,114446400
185,4611,34,101.8985969,101.8985969,1,4590479,9999_ID98612225,151164744,151164744
186,4085,35,0.749833806,234.2257803,0.003201329,4589472,9999_ID87619993,226160093,724012.8868
187,4086,35,116.845186,232.7935722,0.50192617,4589473,9999_ID87619993,214514726,107670554.8
188,4087,35,114.1545055,227.7923222,0.501134123,4589474,9999_ID87619993,221884530,111193909.3
189,4169,36,270.3455603,271.0411021,0.997433814,4590123,9999_ID9582373,238330846,237719244.7
190,4171,36,407.6038475,407.9985889,0.999032493,4590124,9999_ID9582373,406369116,405975951.1
191,4175,36,0.000559892,209.7166511,2.67E-06,4590126,9999_ID9582373,212378318,566.9984964
192,2200,37,72.83289137,72.83289137,1,4879511,9999_ID9585118,69562605,69562605
193,2201,37,55.65642117,55.65642117,1,4879512,9999_ID9585118,47793033,47793033
194,2202,37,57.51717249,57.51717249,1,4879513,9999_ID9585118,96946521,96946521
195,2203,37,35.35513978,36.7836845,0.961163632,4879514,9999_ID9585118,32960716,31680641.49
196,2204,37,53.41162993,53.41162993,1,4879515,9999_ID9585118,68341969,68341969
197,4072,38,161.6952857,738.621458,0.218914958,4589459,9999_ID9587184,694763322,152094083.7
198,4073,38,855.1219403,855.1219403,1,4589460,9999_ID9587184,800488169,800488169
199,4074,38,1.770070374,192.4622858,0.009196973,4589461,9999_ID9587184,185557853,1706570.494
200,4076,38,2.827321674,369.2813896,0.00765628,4589463,9999_ID9587184,356012213,2725729.144
201,4751,39,786.6749605,786.6749605,1,4574327,9999_ID87678053,737916191,737916191
202,532,40,216.9567099,216.9567099,1,4877835,9999_ID9582410,215764994,215764994
203,533,40,4.050841301,4.050841301,1,4877836,9999_ID9582410,38837756,38837756
204,852,41,219.8271199,219.8271199,1,4878155,9999_ID87554087,214098709,214098709
205,3536,42,80.52033373,80.52033373,1,4588933,9999_ID9586410,97273150,97273150
206,3537,42,94.09279788,94.09279788,1,4588934,9999_ID9586410,76269066,76269066
207,3050,44,409.8668832,409.8668832,1,4588319,9999_ID9582665,431282611,431282611
208,3066,44,15.65970722,15.65970722,1,4588335,9999_ID9582665,15812453,15812453
209,3978,45,53.95337411,53.95337411,1,4589365,9999_ID9582623,50663166,50663166
210,3979,45,130.6011957,130.6011957,1,4589366,9999_ID9582623,164302343,164302343
211,3980,45,126.4373208,126.4373208,1,4589367,9999_ID9582623,161774541,161774541
212,3981,45,37.87688909,37.87688909,1,4589368,9999_ID9582623,46988416,46988416
213,3982,45,46.84654731,46.84654731,1,4589369,9999_ID9582623,47154003,47154003
214,3983,45,119.8670438,119.8670438,1,4589370,9999_ID9582623,154999474,154999474
215,3984,45,52.91615854,52.91615854,1,4589371,9999_ID9582623,49396641,49396641
216,3985,45,119.8695856,119.8695856,1,4589372,9999_ID9582623,154999474,154999474
217,3892,46,543.6309032,543.6309032,1,4589279,9999_ID126410860,448791220,448791220
218,3893,46,66.05219612,66.05219612,1,4589280,9999_ID126410860,61370018,61370018
219,558,47,183.5516061,183.5516061,1,4877861,9999_ID9581515,189873142,189873142
220,943,48,106.995097,106.995097,1,4878254,9999_ID9586294,91067528,91067528
221,944,48,41.53914002,41.53914002,1,4878255,9999_ID9586294,51078253,51078253
222,1030,48,69.46897336,69.46897336,1,4878341,9999_ID9586294,78703051,78703051
223,1031,48,65.99146224,65.99146224,1,4878342,9999_ID9586294,54967275,54967275
224,1032,48,15.89189927,15.89189927,1,4878343,9999_ID9586294,20506125,20506125
225,1363,49,0.805587454,45.86774301,0.017563268,4878674,9999_ID9586290,53760241,944205.5097
226,1565,49,86.99455675,86.99455675,1,4878876,9999_ID9586290,85004505,85004505
227,1566,49,64.37609342,64.37609342,1,4878877,9999_ID9586290,104394211,104394211
228,1590,49,19.34714527,19.34714527,1,4878901,9999_ID9586290,19352725,19352725
229,4102,50,76.09269552,344.1802848,0.22108383,4589491,9999_ID9587139,325805201,72030261.62
230,4103,50,0.514165461,194.2991299,0.002646257,4589492,9999_ID9587139,185557853,491033.7942
231,4104,50,1.843345911,197.9709446,0.009311194,4589493,9999_ID9587139,189873142,1767945.699
232,4105,50,413.8435133,413.8435133,1,4589494,9999_ID9587139,384061733,384061733
233,4084,51,110.5527606,224.0256181,0.493482672,4589471,9999_ID87619995,209773928,103519798.5
234,4085,51,115.0904676,234.2257803,0.4913655,4589472,9999_ID87619995,226160093,111127267.1
235,536,52,158.8220823,158.8220823,1,4877839,9999_ID9582297,148877895,148877895
236,1676,53,146.4358844,146.4358844,1,4878987,9999_ID9585245,134444247,134444247
237,1677,53,166.6125329,166.6125329,1,4878988,9999_ID9585245,229977149,229977149
238,1678,53,34.33521846,34.33521846,1,4878989,9999_ID9585245,50780054,50780054
239,1821,53,11.0988262,11.0988262,1,4879132,9999_ID9585245,10722387,10722387
240,1822,53,9.687798016,9.687798016,1,4879133,9999_ID9585245,8596433,8596433
241,1823,53,6.689744527,6.689744527,1,4879134,9999_ID9585245,10416749,10416749
242,1824,53,9.582835309,9.582835309,1,4879135,9999_ID9585245,10040590,10040590
243,1825,53,2.41408901,2.41408901,1,4879136,9999_ID9585245,4866097,4866097
244,1826,53,2.451447323,2.451447323,1,4879137,9999_ID9585245,6518234,6518234
245,1827,53,2.457315707,2.457315707,1,4879138,9999_ID9585245,7381684,7381684
246,1828,53,2.360377634,2.360377634,1,4879139,9999_ID9585245,6877867,6877867
247,1829,53,2.354839545,2.354839545,1,4879140,9999_ID9585245,5042577,5042577
248,1830,53,2.421840998,2.421840998,1,4879141,9999_ID9585245,3747335,3747335
249,3436,54,322.9972122,322.9972122,1,4588833,9999_ID9581346,281943529,281943529
250,3437,54,340.7163292,340.7163292,1,4588834,9999_ID9581346,437670939,437670939
251,3438,54,139.5779547,139.5779547,1,4588835,9999_ID9581346,125383100,125383100
252,3439,54,147.7661358,147.7661358,1,4588836,9999_ID9581346,165411354,165411354
253,1713,55,309.6489928,309.6489928,1,4879024,9999_ID26876653,291282731,291282731
254,1714,55,225.0616636,225.0616636,1,4879025,9999_ID26876653,211449649,211449649
255,1715,55,43.39977262,43.39977262,1,4879026,9999_ID26876653,51078127,51078127
256,1716,55,566.7467143,566.7467143,1,4879027,9999_ID26876653,526466531,526466531
257,3534,56,202.7243121,202.7243121,1,4588931,9999_ID9586401,241736770,241736770
258,3535,56,153.530858,153.530858,1,4588932,9999_ID9586401,195899800,195899800
259,3109,58,287.225105,287.225105,1,4588378,9999_ID9587186,259685794,259685794
260,4757,59,87.95816691,87.95816691,1,4574334,9999_ID75312234,89104500,89104500
261,4758,59,85.02527458,85.02527458,1,4574335,9999_ID75312234,79150605,79150605
262,3355,60,361.4523391,361.4523391,1,4588770,9999_ID9582178,531673525,531673525
263,3356,60,116.0886203,116.0886203,1,4588771,9999_ID9582178,120192057,120192057
264,3357,60,113.775009,113.775009,1,4588772,9999_ID9582178,175217471,175217471
265,3358,60,632.2517679,632.2517679,1,4588773,9999_ID9582178,600953391,600953391
266,3359,60,616.1870531,616.1870531,1,4588774,9999_ID9582178,556733435,556733435
267,3360,60,66.56712432,66.56712432,1,4588775,9999_ID9582178,70875211,70875211
268,3361,60,210.5516419,210.5516419,1,4588776,9999_ID9582178,223411311,223411311
269,3377,60,48.11741041,48.11741041,1,4588790,9999_ID9582178,47468319,47468319
270,3310,61,185.0385109,192.2319332,0.962579462,4588723,9999_ID9585087,179084992,172383535.3
271,3440,61,1.088707061,1.088707061,1,4588837,9999_ID9585087,5713531742,5713531742
272,3480,61,0.516513692,0.516513692,1,4588877,9999_ID9585087,418584020,418584020
273,3481,61,0.418770234,0.418770234,1,4588878,9999_ID9585087,77675327,77675327
274,5641,62,3.297823606,10.99246896,0.300007543,4593128,9999_ID9582684,30226486,9068173.799
275,5645,62,54.19142085,148.6397771,0.364582226,4593130,9999_ID9582684,125489133,45751107.47
276,5647,62,51.58099878,147.6265335,0.349401951,4593131,9999_ID9582684,207537878,72514139.44
277,2858,63,915.1904752,915.1904752,1,4588127,9999_ID61111124,869309196,869309196
278,4040,64,13.62010468,13.62010468,1,4589427,9999_ID9584587,12062268,12062268
279,4041,64,36.4388909,36.4388909,1,4589428,9999_ID9584587,45094475,45094475
280,4042,64,13.70144573,13.70144573,1,4589429,9999_ID9584587,22081273,22081273
281,4043,64,26.67437319,26.67437319,1,4589430,9999_ID9584587,31446299,31446299
282,4044,64,77.35142717,77.35142717,1,4589431,9999_ID9584587,99098027,99098027
283,4045,64,78.54262006,78.54262006,1,4589432,9999_ID9584587,72116342,72116342
284,4046,64,109.4548833,109.4548833,1,4589433,9999_ID9584587,102797636,102797636
285,4047,64,113.472053,113.472053,1,4589434,9999_ID9584587,132485576,132485576
286,4048,64,84.03602323,84.03602323,1,4589435,9999_ID9584587,65946356,65946356
287,4049,64,132.0154917,132.0154917,1,4589436,9999_ID9584587,129000916,129000916
288,4050,64,114.4961043,114.4961043,1,4589437,9999_ID9584587,141336578,141336578
289,4051,64,116.7005157,116.7005157,1,4589438,9999_ID9584587,121445144,121445144
290,4052,64,24.5416093,24.5416093,1,4589439,9999_ID9584587,20693265,20693265
291,4053,64,66.91131137,66.91131137,1,4589440,9999_ID9584587,77143649,77143649
292,4054,64,70.59856173,70.59856173,1,4589441,9999_ID9584587,81826453,81826453
293,4055,64,15.79869136,15.79869136,1,4589442,9999_ID9584587,18420102,18420102
294,4056,64,62.14741753,62.14741753,1,4589443,9999_ID9584587,72652294,72652294
295,4057,64,18.04259567,18.04259567,1,4589444,9999_ID9584587,18495941,18495941
296,4058,64,73.15026349,73.15026349,1,4589445,9999_ID9584587,83989926,83989926
297,4059,64,21.47268552,21.47268552,1,4589446,9999_ID9584587,20034610,20034610
298,6433,65,4.048505766,4.048505766,1,4578327,828799,6629029,6629029
299,6434,65,3.574132684,3.574132684,1,4578328,828799,5697646,5697646
300,6435,65,55.49674038,55.49674038,1,4578329,828799,47325604,47325604
301,6436,65,62.86675719,62.86675719,1,4578330,828799,111024300,111024300
302,6437,65,3.280848058,3.280848058,1,4578331,828799,14927970,14927970
303,6429,66,1.120599704,1.120599704,1,4578323,190025838,6659134,6659134
304,6430,66,4.031146815,4.031146815,1,4578324,190025838,3868096,3868096
305,6431,66,62.5962746,62.5962746,1,4578325,190025838,99729924,99729924
306,6432,66,57.81162234,57.81162234,1,4578326,190025838,54735959,54735959
307,6401,67,59.10134187,59.10134187,1,4578295,280092169,52036997,52036997
308,6402,67,21.93979279,21.93979279,1,4578296,280092169,21910251,21910251
309,6403,67,207.8673581,207.8673581,1,4578297,280092169,261283146,261283146
310,6404,67,1.579071409,1.579071409,1,4578298,280092169,15103540,15103540
311,6405,67,5.559465999,5.559465999,1,4578299,280092169,34522410,34522410
312,6406,67,14.78358774,14.78358774,1,4578300,280092169,60414186,60414186
313,5920,68,32.47614678,65.03489875,0.499364916,4872352,3104575,68841075,34376817.66
314,5921,68,34.30600647,75.32772869,0.455423349,4872353,3104575,107006275,48733156.12
315,7148,69,62.01999103,62.01999103,1,4579205,828789,98650837,98650837
316,7149,69,84.9813682,84.9813682,1,4579206,828789,124165752,124165752
317,7150,69,15.45340659,15.45340659,1,4579207,828789,14459494,14459494
318,7151,69,16.18728502,16.18728502,1,4579208,828789,18967954,18967954
319,176,70,59.48732337,59.48732337,1,4875952,829799,86862291,86862291
320,177,70,54.39737661,54.39737661,1,4875953,829799,57334675,57334675
321,84,71,49.06072853,49.06072853,1,4875867,829794,53506792,53506792
322,85,71,14.40383831,14.40383831,1,4875868,829794,18659856,18659856
323,86,71,19.14586117,19.14586117,1,4875869,829794,23582990,23582990
324,87,71,7.40535763,7.40535763,1,4875870,829794,9594607,9594607
325,88,71,31.98360935,31.98360935,1,4875871,829794,38378097,38378097
326,66,72,34.29467251,68.85381779,0.498079462,4875845,3104581,109652069,54615443.52
327,67,72,32.18642753,64.11613225,0.502002014,4875846,3104581,88895308,44625623.66
328,6044,73,52.20896581,52.20896581,1,4872478,829397,63452517,63452517
329,6045,73,44.35799336,44.35799336,1,4872479,829397,50821524,50821524
330,6046,73,30.58570182,30.58570182,1,4872480,829397,44196178,44196178
331,6047,73,42.42610939,42.42610939,1,4872481,829397,61256570,61256570
332,178,74,26.61897981,53.18104997,0.500535056,4875954,829793,63594206,31831129.44
333,179,74,51.83972021,103.4882501,0.50092373,4875955,829793,156633573,78461473.57
334,178,75,26.56207017,53.18104997,0.499464944,4875954,829792,63594206,31763076.56
335,179,75,51.64852989,103.4882501,0.49907627,4875955,829792,156633573,78172099.43
336,198,76,71.12743482,71.12743482,1,4875974,829784,70823937,70823937
337,199,76,61.02160922,61.02160922,1,4875975,829784,52148297,52148297
338,200,76,12.92122588,12.92122588,1,4875976,829784,11892931,11892931
339,201,76,4.194540908,4.194540908,1,4875977,829784,1944713,1944713
340,202,76,4.19355779,4.19355779,1,4875978,829784,2303288,2303288
341,203,76,4.047184274,4.047184274,1,4875979,829784,2157616,2157616
342,553,77,11.11642261,11.11642261,1,4877856,829774,28514674,28514674
343,554,77,17.07638096,17.07638096,1,4877857,829774,34667735,34667735
344,555,77,57.94217989,57.94217989,1,4877858,829774,56377350,56377350
345,556,77,57.95081656,57.95081656,1,4877859,829774,75281106,75281106
346,5975,78,4.787373391,11.65257086,0.410842676,4872409,90000715,12749878,5238193.994
347,5976,78,5.011745721,11.91735492,0.420541786,4872410,90000715,17546096,7378866.546
