"","EGID","GAREA","GASTW","GBAUJ","ebf","GKLAS_text","GHEIZ_text","GENHZ_text","GENWW_text","GKAT_text","GWWV","sia","siaNr","nutzung","typ","denkmalschutz","zonenAffecation","uVal_ground","uVal_roof","uVal_wall","uVal_window","uVal_ground_saniert","uVal_roof_saniert","uVal_wall_saniert","uVal_window_saniert","gVal","gVal_saniert","fensterFl","fensterFl_breite","fensterFl_laenge","fensterFl_proz","longitude","latitude","longitude_mt","latitude_mt","breite","laenge","ausricht","enerBed_awel","enerBed_ss","enerBed_vd","enerVer_re","nutzungsgrad","kbob_PEne","kbob_PEer","kbob_GHG","bestand_Geraete","bestand_Beleuchtung","bestand_Lueftung","bestand_Klimakaelte","bestand_Heizwaerme","bestand_Warmwasser","GBAUP"
"1","9999999",1089.55831996732,"2","1291",2179.11663993465,NA,NA,NA,NA,NA,NA,"schloss",7,"nichtWohnen","mfh",1,"Zone de verdure",0.83,0.71,1,2.22,0.25,0.25,0.25,1,0.92,0.55,497.100696025554,447.544303274198,49.5563927513552,0.35,6.34133497,46.4586926,515703.13477982,145853.28401965,99.1958296899027,10.9839125633951,44.4184344147497,305076.329590851,223907.156758148,NA,61878,NA,NA,NA,NA,14,24,14,4,91,4,"vor 1919"
"2","280079171_1",5486.38364832744,"2","2017",10972.7672966549,"Gross- und Einzelhandel","Zentralheizung für Geb.","Gas","Gas","Ohne Wohnnutzung",NA,"verkauf",5,"nichtWohnen","mfh",NA,"Zone d'habitation de forte densité",0.3,0.2,0.2,1.3,NA,NA,NA,NA,0.48,NA,971.543741317074,372.542243718635,599.001497598438,0.5,6.33815618,46.4609288,515462.44334913,146105.27234209,58.4139931687284,93.9224208226967,64.9372231361162,548638.364832744,622574.421068377,1040978.82352941,72859,0.65,1.06,0.004,0.228,92,47,6,11,33,1,"nach 2015"
"3","829466",325.688749981689,"3","1763",977.066249945066,"Gebäude mit 3+ Whgen","Zentralheizung für Geb.","Gas","Gas","Mehrfamilienhaus (MFH)","1","verkauf",5,"nichtWohnen","mfh",NA,"Zone de centre historique",0.83,0.71,1,2.22,0.25,0.25,0.25,1,0.92,0.55,231.296328662,101.035513989175,130.260814672825,0.35,6.33865697,46.45785516,515496.11327631,145763.08373343,15.8939378783574,20.4913818384288,35.0169062770762,136789.274992309,125015.315964841,143593.411764706,25572.5,0.65,1.06,0.004,0.228,92,47,6,11,33,1,"vor 1919"
"4","829857",1154.01280002049,"3","1974",3462.03840006146,"Sporthalle","ZH für mehrere Gebäude","Gas","Gas","Mit  teilw. Wohnnutzung","1","schwimmhalle",12,"nichtWohnen","mfh",NA,"Zone d'installations (para-) publiques",0.87,0.57,0.71,2.29,0.25,0.25,0.25,1,0.8,0.55,657.153925540846,271.198085252432,385.955840288415,0.5,6.33171019,46.45759891,514962.07500822,145742.11799714,28.4760543982638,40.5257267696065,33.7369680056475,592008.56641051,736250.637942918,406985.381404175,275490,0.65,1.06,0.004,0.228,11,23,9,0,102,94,"1971-1980"
"5","280010071",138.24514999978,"3","1977",414.735449999339,NA,NA,NA,NA,"Ohne Wohnnutzung",NA,"altersheim",8,"nichtWohnen","mfh",NA,"Zone d'installations (para-) publiques",0.87,0.57,0.71,2.29,0.25,0.25,0.25,1,0.8,0.55,218.056955567719,89.348637932259,128.70831763546,0.5,6.33601403,46.48177855,515330.52043105,148425.12346662,9.79637978325348,14.1118610199356,45.4337461766485,70919.761949887,NA,0,NA,NA,NA,NA,NA,14,21,1,7,71,31,"1971-1980"
"6","828780",100.769110001348,"1","1960",100.769110001348,"Gebäude mit 1 Wohnung","Zentralheizung für Geb.","Heizöl","Heizöl","Einfamilienhaus (EFH)","1","altersheim",8,"nichtWohnen","mfh",NA,"Zone d'installations (para-) publiques",1,0.73,0.95,1.97,0.25,0.25,0.25,1,0.8,0.55,48.8813677152817,20.3254473757665,28.5559203395153,0.4,6.33589964,46.481338,515321.04784397,148376.2783366,8.46906931346167,11.8984868669305,27.075111170548,17231.5178102304,18424.5602026493,15684.70588235,7417.5,0.8,1.23,0.009,0.301,14,21,1,7,71,31,"1946-1960"
"7","829086",1456.01020797953,"4","1982",5824.04083191813,"Krankenhaus","Zentralheizung für Geb.","Wärmepumpe","Sonnenkollektor","Mit  teilw. Wohnnutzung","1","altersheim",8,"nichtWohnen","mfh",NA,"Zone d'installations (para-) publiques",0.67,0.38,0.44,2.05,0.25,0.25,0.25,1,0.62,0.55,1582.44477358002,361.662561383362,1220.78221219666,0.5,6.33959701,46.48411145,515609.27380552,148680.56893745,20.7689667218105,70.1050864726219,81.2041894238225,698884.899830176,398102.677392432,404528.18823529,380438.5,2,0.194,1.41,0.115,14,21,1,7,71,31,"1981-1985"
"8","280066318",32.3509500014439,"1","1960",32.3509500014439,NA,NA,NA,NA,"Ohne Wohnnutzung",NA,"altersheim",8,"nichtWohnen","mfh",NA,"Zone d'installations (para-) publiques",1,0.73,0.95,1.97,0.25,0.25,0.25,1,0.8,0.55,28.0725282504687,10.77140099491,17.3011272555587,0.4,6.33576253,46.48122135,515310.33804779,148363.45949756,4.48789219407037,7.20849534759048,34.2312257111554,5532.0124502469,NA,0,NA,NA,NA,NA,NA,14,21,1,7,71,31,"1946-1960"
"9","829084",219.651179972314,"3","1930",658.953539916941,"Krankenhaus","Zentralheizung für Geb.","Heizöl","Heizöl","Mit  teilw. Wohnnutzung","1","altersheim",8,"nichtWohnen","mfh",NA,"Zone d'installations (para-) publiques",0.83,0.71,1,2.22,0.25,0.25,0.25,1,0.92,0.55,198.774400622938,65.3252608918215,133.449139731117,0.35,6.3359547,46.48152194,515325.56393034,148396.664661,10.3693004306184,21.1828349889188,48.0380229924625,117293.730105215,118019.061156854,114296.47058824,62233,0.8,1.23,0.009,0.301,14,21,1,7,71,31,"1920-1945"
"10","829895",749.740100037766,"6","1969",4498.4406002266,"Krankenhaus","Zentralheizung für Geb.","Heizöl","Heizöl","Mit  teilw. Wohnnutzung","1","altersheim",8,"nichtWohnen","mfh",NA,"Zone d'installations (para-) publiques",1.02,0.75,0.85,2,0.25,0.25,0.25,1,0.8,0.55,1058.08417592693,199.593394813566,858.490781113366,0.4,6.3225373,46.45703511,514256.53972237,145689.44792078,13.2026355328857,56.7871542140418,22.4815588654187,769233.342638748,724670.74446228,361274.823529411,158573,0.8,1.23,0.009,0.301,14,21,1,7,71,31,"1961-1970"
"11","280078440",549.245683516578,"3","2015",1647.73705054973,"Krankenhaus","Fernwärmeversorgung","Fernwärme","Sonnenkollektor","Mit  teilw. Wohnnutzung","1","altersheim",8,"nichtWohnen","mfh",NA,"Zone d'installations (para-) publiques",0.3,0.2,0.2,1.3,NA,NA,NA,NA,0.48,NA,429.736993998389,174.137811238677,255.599182759712,0.5,6.34592446,46.46391764,516063.78613013,146429.14116126,19.3441716188867,28.3933421568863,10.0403106864053,82386.8525274867,145844.620297878,98897.5058823529,281680,0.98,0.194,1.41,0.115,14,21,1,7,71,31,"2011-2015"
"12","280027129",36.7788000027903,"3","1977",110.336400008371,NA,NA,NA,NA,"Ohne Wohnnutzung",NA,"altersheim",8,"nichtWohnen","mfh",NA,"Zone d'installations (para-) publiques",0.87,0.57,0.71,2.29,0.25,0.25,0.25,1,0.8,0.55,109.026193579543,39.9832766852028,69.0429168943398,0.5,6.33605735,46.48190409,515334.04308527,148439.03130449,4.61507117535038,7.96928121048924,86.6291829015399,18867.5244014314,NA,0,NA,NA,NA,NA,NA,14,21,1,7,71,31,"1971-1980"
"13","829900",902.670274563466,"4","1935",3610.68109825386,"Krankenhaus","Zentralheizung für Geb.","Heizöl","Heizöl","Mit  teilw. Wohnnutzung","1","krankenhaus",8,"nichtWohnen","mfh",NA,"Zone d'installations (para-) publiques",0.83,0.71,1,2.22,0.25,0.25,0.25,1,0.92,0.55,720.400688725262,147.15376419402,573.246924531242,0.35,6.34643388,46.46420272,516103.35572342,146460.28260632,15.2222689816211,59.2993249333148,80.0938184321428,642701.235489188,571324.165926485,625513.411764706,196909.5,0.8,1.23,0.009,0.301,14,21,1,7,71,31,"1920-1945"
"14","829427",542.897949980141,"3","1700",1628.69384994042,NA,"Zentralheizung für Geb.","Gas","Gas","Mit  teilw. Wohnnutzung","1","restaurant",6,"nichtWohnen","mfh",2,"Zone d'habitation de faible densité",0.83,0.71,1,2.22,0.25,0.25,0.25,1,0.92,0.55,328.684291418103,90.4382527269632,238.24603869114,0.35,6.33679921,46.45521294,515349.27309488,145471.39556564,14.3556327071793,37.8177654063715,18.9279549081069,228017.138991659,265479.139326287,228443.294117647,122160.5,0.65,1.06,0.004,0.228,62,17,20,17,105,59,"vor 1919"
"15","829524",358.921529999012,"4","1947",1435.68611999605,"Gebäude mit 3+ Whgen","Zentralheizung für Geb.","Heizöl","Heizöl","Wohnhaus m. Nebennutzung","1","restaurant",6,"nichtWohnen","mfh",NA,"Zone de centre historique",1,0.73,0.95,1.97,0.25,0.25,0.25,1,0.92,0.55,437.99901445942,132.539632304939,305.459382154481,0.35,6.33963853,46.45927168,515573.72304282,145919.47800927,12.4794631050553,28.7609752901644,41.0992226837181,255552.129359297,192464.572067249,223002.352941177,98116,0.8,1.23,0.009,0.301,62,17,20,17,105,59,"1946-1960"
"16","829697",229.887500001102,"2","1940",459.775000002204,NA,"Zentralheizung für Geb.","Heizöl","Heizöl","Mit  teilw. Wohnnutzung","1","restaurant",6,"nichtWohnen","mfh",NA,"Zone d'habitation de faible densité",0.83,0.71,1,2.22,0.25,0.25,0.25,1,0.92,0.55,205.997114647434,82.5619888975642,123.43512574987,0.35,6.34655451,46.46298494,516110.73393702,146324.79233421,12.4001908678551,18.5390291529332,25.2543588096522,81839.9500003923,72135.8173748896,73167.0588235294,68124.5,0.8,1.23,0.009,0.301,62,17,20,17,105,59,"1920-1945"
"17","829825",402.582400011696,"3","1970",1207.74720003509,"Gebäude mit 3+ Whgen","Zentralheizung für Geb.","Heizöl","Heizöl","Mehrfamilienhaus (MFH)","1","restaurant",6,"nichtWohnen","mfh",NA,"Zone d'habitation de moyenne densité",1.02,0.75,0.85,2,0.25,0.25,0.25,1,0.8,0.55,324.140406796819,88.6062871839433,235.534119612876,0.4,6.33140519,46.45802377,514939.3135534,145789.67434057,12.3064487574709,32.7131252846033,33.3646161331512,206524.771206,169728.152526797,177509.647058824,55142,0.8,1.23,0.009,0.301,62,17,20,17,105,59,"1961-1970"
"18","829580",137.710200031601,"2","1860",275.420400063202,NA,"Etagenheizung","Gas","Elektrizität","Mit  teilw. Wohnnutzung","1","restaurant",6,"nichtWohnen","mfh",NA,"Zone de centre historique",0.83,0.71,1,2.22,0.25,0.25,0.25,1,0.92,0.55,104.141717400603,40.5346202218126,63.6070971787904,0.35,6.33650182,46.4563488,515328.20312707,145597.97180577,9.36792317791665,14.7001845997446,68.5684626726772,38558.8560088483,44893.8704866819,38548.5237191651,17873,0.65,1.551,0.751,0.102,62,17,20,17,105,59,"vor 1919"
"19","190098292",156.638500044714,"2","1850",313.277000089429,"Gross- und Einzelhandel","Zentralheizung für Geb.","Gas","Gas","Ohne Wohnnutzung","1","restaurant",6,"nichtWohnen","mfh",NA,"Zone de centre historique",0.83,0.71,1,2.22,0.25,0.25,0.25,1,0.92,0.55,117.775159422236,33.0714781149406,84.7036813072957,0.35,6.33722319,46.45661197,515384.03067989,145626.44568963,7.82032708907551,20.0296609413598,54.0528346904239,43858.78001252,33091.8996726685,34281.4117647058,11610,0.65,1.06,0.004,0.228,62,17,20,17,105,59,"vor 1919"
"20","829423",78.466299973771,"2","1841",156.932599947542,"Gebäude mit 1 Wohnung","Zentralheizung für Geb.","Heizöl","Heizöl","Einfamilienhaus (EFH)","1","restaurant",6,"nichtWohnen","mfh",NA,"Zone de centre historique",0.83,0.71,1,2.22,0.25,0.25,0.25,1,0.92,0.55,74.3734706122259,34.5795209325587,39.7939496796672,0.35,6.33690016,46.45567257,515357.74693299,145522.37651052,8.25738530406276,9.50256008220476,34.5288004402794,21970.5639926559,19513.9067349992,22904.4705882353,NA,0.8,1.23,0.009,0.301,62,17,20,17,105,59,"vor 1919"
"21","280062591_1",113.94719371167,"3","1930",341.84158113501,"Industriegebäude","Zentralheizung für Geb.","Holz","Holz","Mit  teilw. Wohnnutzung",NA,"restaurant",6,"nichtWohnen","mfh",NA,"Zone industrielle",0.83,0.71,1,2.22,0.25,0.25,0.25,1,0.92,0.55,138.869825853475,60.0184670619054,78.8513587915699,0.35,6.343246,46.46111749,515853.70312749,146120.76539712,9.31300155667231,12.235281291243,21.2622521996222,60847.8014420317,NA,732965.647058824,NA,0.65,0.137,1.02,0.027,62,17,20,17,105,59,"1920-1945"
"22","9999_ID87554004",247.69996998383,"2","2008",495.39993996766,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone d'habitation de faible densité",0.3,0.2,0.2,1.3,NA,NA,NA,NA,0.48,NA,189.701505966465,85.9347695125489,103.766736453916,0.5,6.33158609,46.45459589,514947.82422953,145408.45447023,14.3224843441299,17.2944835569221,31.642773133649,34677.9957977362,NA,NA,NA,NA,NA,NA,NA,1,17,0,0,69,1,"2006-2010"
"23","9999_ID9581591",298.090349966604,"3","1700",894.271049899811,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone d'habitation de faible densité",0.83,0.71,1,2.22,0.25,0.25,0.25,1,0.92,0.55,283.160292419733,52.5702357600947,230.590056659639,0.35,6.33693929,46.45518126,515359.98440692,145467.72239396,8.24372759940287,36.1596554922795,19.5182220454462,125197.946985974,NA,0,NA,NA,NA,NA,NA,1,17,0,0,69,1,"vor 1919"
"24","9999_ID9585124",2560.53285014133,"4","1980",10242.1314005653,NA,NA,NA,NA,NA,NA,"leichte industrie",9,"nichtWohnen","mfh",NA,"Zone industrielle",0.87,0.57,0.71,2.29,0.25,0.25,0.25,1,0.8,0.55,1318.13514355529,534.367944465592,783.767199089697,0.5,6.33711917,46.46421074,515387.91749687,146471.19273618,41.7822509182401,61.2827885972876,58.5614908721579,1229055.76806784,NA,1106352,NA,NA,NA,NA,NA,26,24,18,3,74,2,"1971-1980"
"25","9999_ID9581534",283.484449978149,"3","1763",850.453349934446,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",2,"Zone de verdure",0.83,0.71,1,2.22,0.25,0.25,0.25,1,0.92,0.55,249.258918758649,83.3205858707573,165.938332887892,0.35,6.33894883,46.45769701,515518.28647295,145745.1904232,11.9307409744944,23.7608418944123,42.0945130568321,119063.468990822,NA,0,NA,NA,NA,NA,NA,1,17,0,0,69,1,"vor 1919"
"26","9999_ID98612223",304.673862007729,"3","2014",914.021586023186,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone d'habitation de faible densité",0.3,0.2,0.2,1.3,NA,NA,NA,NA,0.48,NA,321.786839800806,126.135345292788,195.651494508018,0.5,6.3449603,46.46656587,515993.83976078,146724.53645976,14.0150423428362,21.7390611141081,68.035924180753,45701.0793011593,NA,NA,NA,NA,NA,NA,NA,1,17,0,0,69,1,"2011-2015"
"27","9999_ID87554002",223.343167945393,"2","2008",446.686335890785,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone d'habitation de faible densité",0.3,0.2,0.2,1.3,NA,NA,NA,NA,0.48,NA,181.247782593829,77.4962273946263,103.751555199202,0.5,6.33121267,46.45417056,514918.46930353,145361.58297915,12.9160378443025,17.2919257931652,31.424675539163,31268.043512355,NA,NA,NA,NA,NA,NA,NA,1,17,0,0,69,1,"2006-2010"
"28","9999_ID9585086",563.617685051772,"2","1850",1127.23537010354,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",1,"Zone de hameau",0.83,0.71,1,2.22,0.25,0.25,0.25,1,0.92,0.55,282.220117095909,100.415479670249,181.80463742566,0.35,6.3324999,46.473184,515047.2024601,147473.60769529,17.6437201623951,31.9443790688223,69.0718553512387,157812.951814496,NA,NA,22999,NA,NA,NA,NA,1,17,0,0,69,1,"vor 1919"
"29","9999_ID9585583",275.815090036396,"1",NA,275.815090036396,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone industrielle",NA,NA,NA,NA,0.25,0.25,0.25,1,NA,0.55,NA,NA,NA,NA,6.33362813,46.46499164,515120.99928185,146561.76967041,8.17092101241362,33.7556916310127,61.6910096462094,NA,NA,28041.6,NA,NA,NA,NA,NA,1,17,0,0,69,1,NA
"30","9999_ID9587356",494.514859421888,"2","1960",989.029718843777,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone d'activités artisanales",1,0.73,0.95,1.97,0.25,0.25,0.25,1,0.8,0.55,341.422197898225,51.4064204706407,290.015777427585,0.4,6.33231933,46.45250822,515000.87556778,145175.60602787,9.36240755713855,52.8191980966301,69.6418521750767,169124.081922286,NA,0,NA,NA,NA,NA,NA,1,17,0,0,69,1,"1946-1960"
"31","9999_ID9586293",195.358799988483,"2","1945",390.717599976966,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone d'habitation de faible densité",0.83,0.71,1,2.22,0.25,0.25,0.25,1,0.92,0.55,158.699186847962,29.5510716238959,129.148115224066,0.35,6.33446164,46.45660672,515171.88155092,145628.84894383,6.68588758924907,29.2195759172829,51.5682345685977,69547.7327959,NA,24336,NA,NA,NA,NA,NA,1,17,0,0,69,1,"1920-1945"
"32","9999_ID9585776",161.851465022675,"3","2009",485.554395068026,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone de verdure",0.3,0.2,0.2,1.3,NA,NA,NA,NA,0.48,NA,370.921949755887,42.8504465152733,328.071503240614,0.5,6.33702522,46.45594107,515367.773887,145552.08626501,4.59781760667169,35.2018020001097,58.2364251901733,33988.8076547618,NA,0,NA,NA,NA,NA,NA,1,17,0,0,69,1,"2006-2010"
"33","9999_ID98612222",208.593897510315,"3","1969",625.781692530945,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone d'habitation de faible densité",1.02,0.75,0.85,2,0.25,0.25,0.25,1,0.8,0.55,210.195716389663,100.456075818688,109.739640570975,0.4,6.34465563,46.4664784,515970.30351916,146715.14135707,13.8183801839068,15.0953943033966,67.9035634719945,107008.669422792,NA,NA,NA,NA,NA,NA,NA,1,17,0,0,69,1,"1961-1970"
"34","9999_ID98612225",208.710912489136,"3","2014",626.132737467408,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone d'habitation de faible densité",0.3,0.2,0.2,1.3,NA,NA,NA,NA,0.48,NA,262.804366308404,125.606557813738,137.197808494665,0.5,6.34552036,46.46621726,516036.3139935,146685.18640066,13.8230904037076,15.0987157280803,65.5352510806886,31306.6368733704,NA,NA,NA,NA,NA,NA,NA,1,17,0,0,69,1,"2011-2015"
"35","9999_ID87619993",254.571267454898,"4","2006",1018.28506981959,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone d'habitation de faible densité",0.3,0.2,0.2,1.3,NA,NA,NA,NA,0.48,NA,389.65482210402,171.132018952211,218.522803151809,0.5,6.35129043,46.46392445,516475.95276987,146424.16227869,14.119585512774,18.0296558439755,2.0640654555131,71279.9548873715,NA,NA,NA,NA,NA,NA,NA,1,17,0,0,69,1,"2006-2010"
"36","9999_ID9582373",687.600855114593,"1",NA,687.600855114593,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone industrielle",NA,NA,NA,NA,0.25,0.25,0.25,1,NA,0.55,NA,NA,NA,NA,6.33448982,46.4651815,515187.48182947,146581.94067717,17.3229429083591,39.6930740205115,66.183367853531,NA,NA,0,NA,NA,NA,NA,NA,1,17,0,0,69,1,NA
"37","9999_ID9585118",293.337507987948,"3","2010",880.012523963845,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone d'habitation de faible densité",0.3,0.2,0.2,1.3,NA,NA,NA,NA,0.48,NA,377.691821295976,82.7590021021562,294.93281919382,0.5,6.34326823,46.45990885,515853.53218111,145986.39641815,9.07256045246644,32.3323839532204,52.3120256981163,44000.6261981922,NA,0,NA,NA,NA,NA,NA,1,17,0,0,69,1,"2006-2010"
"38","9999_ID9587184",1022.88000505127,"4","1979",4091.5200202051,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone d'habitation de faible densité",0.87,0.57,0.71,2.29,0.25,0.25,0.25,1,0.8,0.55,1154.2590637174,146.103056115052,1008.15600760235,0.5,6.34909431,46.46236528,516304.85958906,146253.19739738,12.1752566177498,84.0130140304442,89.5843861878374,699649.923455072,NA,NA,NA,NA,NA,NA,NA,1,17,0,0,69,1,"1971-1980"
"39","9999_ID87678053",810.695080030172,"4","2011",3242.78032012069,NA,NA,NA,NA,NA,NA,"verwaltung",3,"nichtWohnen","mfh",NA,"Zone industrielle",0.3,0.2,0.2,1.3,NA,NA,NA,NA,0.48,NA,703.003197754978,268.961872992804,434.041324762174,0.5,6.32248453,46.46162953,514259.76341557,146200.19333051,22.4134437080102,36.170036634774,54.1709670133816,162139.016006034,NA,NA,NA,NA,NA,NA,NA,31,18,6,14,51,2,"2011-2015"
"40","9999_ID9582410",231.743600018499,"4","1966",926.974400073996,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone d'habitation de moyenne densité",1.02,0.75,0.85,2,0.25,0.25,0.25,1,0.8,0.55,359.524426215185,86.5603280904592,272.964098124726,0.4,6.33031493,46.45837912,514856.12094516,145830.35720084,8.572560457975,27.0331835108739,40.7906182152699,158512.622412653,NA,0,NA,NA,NA,NA,NA,1,17,0,0,69,1,"1961-1970"
"41","9999_ID87554087",223.758274496309,"2","2007",447.516548992617,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone d'habitation de faible densité",0.3,0.2,0.2,1.3,NA,NA,NA,NA,0.48,NA,179.503168915065,89.4317470441231,90.0714218709417,0.5,6.33332749,46.45433658,515081.19581175,145377.74156187,14.9053404544613,15.011953278084,28.4644092009568,31326.1584294832,NA,NA,NA,NA,NA,NA,NA,1,17,0,0,69,1,"2006-2010"
"42","9999_ID9586410",177.766600046181,"2","1920",355.533200092362,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone intermédiaire",0.83,0.71,1,2.22,0.25,0.25,0.25,1,0.92,0.55,132.1320602202,31.0100442257551,101.122015994445,0.35,6.34058957,46.46406183,515654.242,146450.898,7.38334932182408,24.0766882748903,70.139346936087,63284.9096164404,NA,0,NA,NA,NA,NA,NA,1,17,0,0,69,1,"1920-1945"
"43","9999_ID126222109",174.06805899568,"3","2014",522.204176987041,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone d'installations (para-) publiques",0.3,0.2,0.2,1.3,NA,NA,NA,NA,0.48,NA,293.878878635983,87.4832827672423,206.39559586874,0.5,6.34584509,46.46665309,516061.93145295,146733.28360692,8.58957875623956,20.265028581202,24.1514173714564,26110.2088493521,NA,NA,NA,NA,NA,NA,NA,1,17,0,0,69,1,"2011-2015"
"44","9999_ID9582665",438.067399905114,"3","1956",1314.20219971534,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone d'activités artisanales",1,0.73,0.95,1.97,0.25,0.25,0.25,1,0.8,0.55,403.652158412074,73.4485189121813,330.203639499893,0.4,6.3464836,46.46200446,516103.76773876,146215.88321478,9.87122522443885,44.3782195163131,84.9282730035738,233927.991549331,NA,0,NA,NA,NA,NA,NA,1,17,0,0,69,1,"1946-1960"
"45","9999_ID9582623",694.227554445003,"2","1900",1388.45510889001,NA,NA,NA,NA,NA,NA,"leichte industrie",9,"nichtWohnen","mfh",NA,"Zone d'activités artisanales",0.83,0.71,1,2.22,0.25,0.25,0.25,1,0.92,0.55,221.706780359449,104.439529153787,117.267251205663,0.35,6.3467747,46.46246231,516126.83775288,146266.46367698,24.8653744434169,27.9194490324195,84.3783944142272,194383.715244601,NA,0,NA,NA,NA,NA,NA,26,24,18,3,74,2,"vor 1919"
"46","9999_ID126410860",561.985207493204,"4","1935",2247.94082997282,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone d'installations (para-) publiques",0.83,0.71,1,2.22,0.25,0.25,0.25,1,0.92,0.55,404.966423077642,165.83858571264,239.127837365002,0.35,6.3468086,46.46390825,516131.68149935,146427.15000861,19.7419554140579,28.4665422298048,80.2718870898978,400133.467735161,NA,0,NA,NA,NA,NA,NA,1,17,0,0,69,1,"1920-1945"
"47","9999_ID9581515",194.365299972456,"9","1980",1749.2876997521,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone d'habitation de moyenne densité",0.87,0.57,0.71,2.29,0.25,0.25,0.25,1,0.8,0.55,1222.65504878353,168.37673605915,1054.27831272438,0.5,6.33198494,46.45956176,514986.26346335,145959.99869036,5.5715081909025,34.885580943743,43.030162916915,209914.523970252,NA,0,NA,NA,NA,NA,NA,1,17,0,0,69,1,"1971-1980"
"48","9999_ID9586294",308.088349950735,"1","1946",308.088349950735,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone d'habitation de faible densité",1,0.73,0.95,1.97,0.25,0.25,0.25,1,0.92,0.55,91.3807647758452,18.6752392601265,72.7055255157187,0.35,6.33431526,46.45685515,515161.02610543,145656.62101048,8.89584109236156,34.6328522229647,45.3143778834218,54839.7262912308,NA,32278.4,NA,NA,NA,NA,NA,1,17,0,0,69,1,"1946-1960"
"49","9999_ID9586290",179.915349998707,"4","1935",719.661399994826,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone d'habitation de faible densité",0.83,0.71,1,2.22,0.25,0.25,0.25,1,0.92,0.55,293.57760094522,51.9322018780436,241.645399067176,0.35,6.3352858,46.45617358,515234.51457353,145579.81080527,6.21817889010178,28.9337687413754,77.5111187796365,128099.729199079,NA,0,NA,NA,NA,NA,NA,1,17,0,0,69,1,"1920-1945"
"50","9999_ID9587139",514.576150020685,"4","1979",2058.30460008274,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone d'habitation de faible densité",0.87,0.57,0.71,2.29,0.25,0.25,0.25,1,0.8,0.55,651.206090227175,146.945971921062,504.260118306113,0.5,6.35017645,46.462475,516388.14947713,146264.23806829,12.2454953809618,42.021668704453,89.4988953066497,351970.086614149,NA,NA,NA,NA,NA,NA,NA,1,17,0,0,69,1,"1971-1980"
"51","9999_ID87619995",254.46725097835,"4","2006",1017.8690039134,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone d'habitation de faible densité",0.3,0.2,0.2,1.3,NA,NA,NA,NA,0.48,NA,389.564537178532,171.189658226084,218.374878952448,0.5,6.35142873,46.46360884,516486.08867766,146388.93272972,14.1238589860563,18.0168359957128,2.02974323886754,71250.8302739379,NA,NA,NA,NA,NA,NA,NA,1,17,0,0,69,1,"2006-2010"
"52","9999_ID9582297",169.583080090491,"8","1964",1356.66464072393,NA,NA,NA,NA,NA,NA,"garage",10,"nichtWohnen","mfh",NA,"Zone d'habitation de moyenne densité",1.02,0.75,0.85,2,0.25,0.25,0.25,1,0.8,0.55,638.064632222195,120.874385958111,517.190246264084,0.4,6.33182898,46.45926502,514973.81761489,145927.18346879,6.29554361424926,26.9370034553742,56.7286004952112,231989.653563792,NA,0,NA,NA,NA,NA,NA,1,17,0,0,69,1,"1961-1970"
